"date","race","total votes","total refunds","source"
2020-09-06,5,262308,0,"https://www.nankankeiba.com/odds/202009060311020501.do"
2020-09-06,6,188921,0,"https://www.nankankeiba.com/odds/202009060311020601.do"
2020-09-06,7,286449,0,"https://www.nankankeiba.com/odds/202009060311020701.do"
2020-09-06,8,285280,0,"https://www.nankankeiba.com/odds/202009060311020801.do"
2020-09-06,9,342134,0,"https://www.nankankeiba.com/odds/202009060311020901.do"
2020-09-06,10,524120,0,"https://www.nankankeiba.com/odds/202009060311021001.do"
2020-09-06,11,741924,0,"https://www.nankankeiba.com/odds/202009060311021101.do"
2020-09-06,12,903324,0,"https://www.nankankeiba.com/odds/202009060311021201.do"

2020-09-07,1,119537,0,"https://www.nankankeiba.com/odds/202009070311030101.do"
2020-09-07,2,138597,0,"https://www.nankankeiba.com/odds/202009070311030201.do"
2020-09-07,3,184658,0,"https://www.nankankeiba.com/odds/202009070311030301.do"
2020-09-07,4,174302,0,"https://www.nankankeiba.com/odds/202009070311030401.do"
2020-09-07,5,195600,0,"https://www.nankankeiba.com/odds/202009070311030501.do"
2020-09-07,6,207416,0,"https://www.nankankeiba.com/odds/202009070311030601.do"
2020-09-07,7,171839,0,"https://www.nankankeiba.com/odds/202009070311030701.do"
2020-09-07,8,209671,0,"https://www.nankankeiba.com/odds/202009070311030801.do"
2020-09-07,9,364298,0,"https://www.nankankeiba.com/odds/202009070311030901.do"
2020-09-07,10,383289,0,"https://www.nankankeiba.com/odds/202009070311031001.do"
2020-09-07,11,434258,0,"https://www.nankankeiba.com/odds/202009070311031101.do"
2020-09-07,12,445536,0,"https://www.nankankeiba.com/odds/202009070311031201.do"

2020-09-12,1,119564,0,"https://www.nankankeiba.com/odds/202009120311040101.do"
2020-09-12,2,104901,0,"https://www.nankankeiba.com/odds/202009120311040201.do"
2020-09-12,3,119075,0,"https://www.nankankeiba.com/odds/202009120311040301.do"
2020-09-12,4,150642,0,"https://www.nankankeiba.com/odds/202009120311040401.do"
2020-09-12,5,198606,0,"https://www.nankankeiba.com/odds/202009120311040501.do"
2020-09-12,6,228273,0,"https://www.nankankeiba.com/odds/202009120311040601.do"
2020-09-12,7,221301,0,"https://www.nankankeiba.com/odds/202009120311040701.do"
2020-09-12,8,187468,0,"https://www.nankankeiba.com/odds/202009120311040801.do"
2020-09-12,9,255887,0,"https://www.nankankeiba.com/odds/202009120311040901.do"
2020-09-12,10,448140,0,"https://www.nankankeiba.com/odds/202009120311041001.do"
2020-09-12,11,350606,0,"https://www.nankankeiba.com/odds/202009120311041101.do"
2020-09-12,12,,0,""

2020-09-13,1,104130,0,"https://www.nankankeiba.com/odds/202009130311050101.do"
2020-09-13,2,104597,0,"https://www.nankankeiba.com/odds/202009130311050201.do"
2020-09-13,3,114461,0,"https://www.nankankeiba.com/odds/202009130311050301.do"
2020-09-13,4,132955,0,"https://www.nankankeiba.com/odds/202009130311050401.do"
2020-09-13,5,189973,0,"https://www.nankankeiba.com/odds/202009130311050501.do"
2020-09-13,6,161069,0,"https://www.nankankeiba.com/odds/202009130311050601.do"
2020-09-13,7,235022,0,"https://www.nankankeiba.com/odds/202009130311050701.do"
2020-09-13,8,238947,0,"https://www.nankankeiba.com/odds/202009130311050801.do"
2020-09-13,9,276722,0,"https://www.nankankeiba.com/odds/202009130311050901.do"
2020-09-13,10,302576,0,"https://www.nankankeiba.com/odds/202009130311051001.do"
2020-09-13,11,441821,0,"https://www.nankankeiba.com/odds/202009130311051101.do"
2020-09-13,12,418025,0,"https://www.nankankeiba.com/odds/202009130311051201.do"

2020-09-14,1,144781,0,"https://www.nankankeiba.com/odds/202009140311060101.do"
2020-09-14,2,123527,0,"https://www.nankankeiba.com/odds/202009140311060201.do"
2020-09-14,3,140183,0,"https://www.nankankeiba.com/odds/202009140311060301.do"
2020-09-14,4,217273,0,"https://www.nankankeiba.com/odds/202009140311060401.do"
2020-09-14,5,237031,0,"https://www.nankankeiba.com/odds/202009140311060501.do"
2020-09-14,6,209558,0,"https://www.nankankeiba.com/odds/202009140311060601.do"
2020-09-14,7,301614,0,"https://www.nankankeiba.com/odds/202009140311060701.do"
2020-09-14,8,209558,0,"https://www.nankankeiba.com/odds/202009140311060801.do"
2020-09-14,9,301614,0,"https://www.nankankeiba.com/odds/202009140311060901.do"
2020-09-14,10,347305,3857,"https://www.nankankeiba.com/odds/202009140311061001.do"
2020-09-14,11,432791,0,"https://www.nankankeiba.com/odds/202009140311061101.do"
2020-09-14,12,427448,0,"https://www.nankankeiba.com/odds/202009140311061201.do"

2020-09-19,1,107929,0,"https://www.nankankeiba.com/odds/202009190312010101.do"
2020-09-19,2,106928,0,"https://www.nankankeiba.com/odds/202009190312010201.do"
2020-09-19,3,101337,0,"https://www.nankankeiba.com/odds/202009190312010301.do"
2020-09-19,4,122107,0,"https://www.nankankeiba.com/odds/202009190312010401.do"
2020-09-19,5,205528,0,"https://www.nankankeiba.com/odds/202009190312010501.do"
2020-09-19,6,244863,0,"https://www.nankankeiba.com/odds/202009190312010601.do"
2020-09-19,7,254234,0,"https://www.nankankeiba.com/odds/202009190312010701.do"
2020-09-19,8,260961,0,"https://www.nankankeiba.com/odds/202009190312010801.do"
2020-09-19,9,298640,0,"https://www.nankankeiba.com/odds/202009190312010901.do"
2020-09-19,10,385721,0,"https://www.nankankeiba.com/odds/202009190312011001.do"
2020-09-19,11,452281,0,"https://www.nankankeiba.com/odds/202009190312011101.do"
2020-09-19,12,,0,""

2020-09-20,1,88281,0,"https://www.nankankeiba.com/odds/202009200312020101.do"
2020-09-20,2,80223,0,"https://www.nankankeiba.com/odds/202009200312020201.do"
2020-09-20,3,121835,0,"https://www.nankankeiba.com/odds/202009200312020301.do"
2020-09-20,4,102238,0,"https://www.nankankeiba.com/odds/202009200312020401.do"
2020-09-20,5,168328,0,"https://www.nankankeiba.com/odds/202009200312020501.do"
2020-09-20,6,187286,0,"https://www.nankankeiba.com/odds/202009200312020601.do"
2020-09-20,7,211776,0,"https://www.nankankeiba.com/odds/202009200312020701.do"
2020-09-20,8,202500,0,"https://www.nankankeiba.com/odds/202009200312020801.do"
2020-09-20,9,209332,0,"https://www.nankankeiba.com/odds/202009200312020901.do"
2020-09-20,10,258865,0,"https://www.nankankeiba.com/odds/202009200312021001.do"
2020-09-20,11,530074,0,"https://www.nankankeiba.com/odds/202009200312021101.do"
2020-09-20,12,452461,0,"https://www.nankankeiba.com/odds/202009200312021201.do"

2020-09-21,1,112611,0,"https://www.nankankeiba.com/odds/202009210312030101.do"
2020-09-21,2,85134,0,"https://www.nankankeiba.com/odds/202009210312030201.do"
2020-09-21,3,116798,0,"https://www.nankankeiba.com/odds/202009210312030301.do"
2020-09-21,4,105047,0,"https://www.nankankeiba.com/odds/202009210312030401.do"
2020-09-21,5,140978,0,"https://www.nankankeiba.com/odds/202009210312030501.do"
2020-09-21,6,156959,0,"https://www.nankankeiba.com/odds/202009210312030601.do"
2020-09-21,7,166625,0,"https://www.nankankeiba.com/odds/202009210312030701.do"
2020-09-21,8,166994,0,"https://www.nankankeiba.com/odds/202009210312030801.do"
2020-09-21,9,218285,0,"https://www.nankankeiba.com/odds/202009210312030901.do"
2020-09-21,10,255461,0,"https://www.nankankeiba.com/odds/202009210312031001.do"
2020-09-21,11,283178,0,"https://www.nankankeiba.com/odds/202009210312031101.do"
2020-09-21,12,278464,0,"https://www.nankankeiba.com/odds/202009210312031201.do"

2020-09-26,1,104935,0,"https://www.nankankeiba.com/odds/202009260312040101.do"
2020-09-26,2,111439,0,"https://www.nankankeiba.com/odds/202009260312040201.do"
2020-09-26,3,119786,0,"https://www.nankankeiba.com/odds/202009260312040301.do"
2020-09-26,4,131805,0,"https://www.nankankeiba.com/odds/202009260312040401.do"
2020-09-26,5,233771,0,"https://www.nankankeiba.com/odds/202009260312040501.do"
2020-09-26,6,239409,0,"https://www.nankankeiba.com/odds/202009260312040601.do"
2020-09-26,7,229398,0,"https://www.nankankeiba.com/odds/202009260312040701.do"
2020-09-26,8,317712,0,"https://www.nankankeiba.com/odds/202009260312040801.do"
2020-09-26,9,419091,0,"https://www.nankankeiba.com/odds/202009260312040901.do"
2020-09-26,10,588188,0,"https://www.nankankeiba.com/odds/202009260312041001.do"
2020-09-26,11,664359,0,"https://www.nankankeiba.com/odds/202009260312041101.do"
2020-09-26,12,,0,""

2020-09-27,1,106355,0,"https://www.nankankeiba.com/odds/202009270312050101.do"
2020-09-27,2,104203,0,"https://www.nankankeiba.com/odds/202009270312050201.do"
2020-09-27,3,81952,0,"https://www.nankankeiba.com/odds/202009270312050301.do"
2020-09-27,4,112892,0,"https://www.nankankeiba.com/odds/202009270312050401.do"
2020-09-27,5,193893,0,"https://www.nankankeiba.com/odds/202009270312050501.do"
2020-09-27,6,289043,0,"https://www.nankankeiba.com/odds/202009270312050601.do"
2020-09-27,7,314399,0,"https://www.nankankeiba.com/odds/202009270312050701.do"
2020-09-27,8,334503,2898,"https://www.nankankeiba.com/odds/202009270312050801.do"
2020-09-27,9,401433,0,"https://www.nankankeiba.com/odds/202009270312050901.do"
2020-09-27,10,562139,0,"https://www.nankankeiba.com/odds/202009270312051001.do"
2020-09-27,11,855269,0,"https://www.nankankeiba.com/odds/202009270312051101.do"
2020-09-27,12,857747,0,"https://www.nankankeiba.com/odds/202009270312051201.do"

2020-09-28,1,112499,0,"https://www.nankankeiba.com/odds/202009280312060101.do"
2020-09-28,2,115097,0,"https://www.nankankeiba.com/odds/202009280312060201.do"
2020-09-28,3,124820,0,"https://www.nankankeiba.com/odds/202009280312060301.do"
2020-09-28,4,129014,0,"https://www.nankankeiba.com/odds/202009280312060401.do"
2020-09-28,5,145535,1579,"https://www.nankankeiba.com/odds/202009280312060501.do"
2020-09-28,6,190894,0,"https://www.nankankeiba.com/odds/202009280312060601.do"
2020-09-28,7,141929,0,"https://www.nankankeiba.com/odds/202009280312060701.do"
2020-09-28,8,204271,0,"https://www.nankankeiba.com/odds/202009280312060801.do"
2020-09-28,9,295346,7797,"https://www.nankankeiba.com/odds/202009280312060901.do"
2020-09-28,10,417092,0,"https://www.nankankeiba.com/odds/202009280312061001.do"
2020-09-28,11,461750,0,"https://www.nankankeiba.com/odds/202009280312061101.do"
2020-09-28,12,560646,0,"https://www.nankankeiba.com/odds/202009280312061201.do"

2020-10-03,1,99852,0,"https://www.nankankeiba.com/odds/202010030313010101.do"
2020-10-03,2,100494,0,"https://www.nankankeiba.com/odds/202010030313010201.do"
2020-10-03,3,95809,26493,"https://www.nankankeiba.com/odds/202010030313010301.do"
2020-10-03,4,117256,0,"https://www.nankankeiba.com/odds/202010030313010401.do"
2020-10-03,5,120663,0,"https://www.nankankeiba.com/odds/202010030313010501.do"
2020-10-03,6,148971,0,"https://www.nankankeiba.com/odds/202010030313010601.do"
2020-10-03,7,194428,0,"https://www.nankankeiba.com/odds/202010030313010701.do"
2020-10-03,8,292380,0,"https://www.nankankeiba.com/odds/202010030313010801.do"
2020-10-03,9,228344,0,"https://www.nankankeiba.com/odds/202010030313010901.do"
2020-10-03,10,324477,0,"https://www.nankankeiba.com/odds/202010030313011001.do"
2020-10-03,11,351055,0,"https://www.nankankeiba.com/odds/202010030313011101.do"
2020-10-03,12,,0,""

2020-10-04,1,67210,0,"https://www.nankankeiba.com/odds/202010040313020101.do"
2020-10-04,2,75051,0,"https://www.nankankeiba.com/odds/202010040313020201.do"
2020-10-04,3,96019,0,"https://www.nankankeiba.com/odds/202010040313020301.do"
2020-10-04,4,125942,0,"https://www.nankankeiba.com/odds/202010040313020401.do"
2020-10-04,5,160744,0,"https://www.nankankeiba.com/odds/202010040313020501.do"
2020-10-04,6,242990,0,"https://www.nankankeiba.com/odds/202010040313020601.do"
2020-10-04,7,239824,0,"https://www.nankankeiba.com/odds/202010040313020701.do"
2020-10-04,8,222538,0,"https://www.nankankeiba.com/odds/202010040313020801.do"
2020-10-04,9,263425,0,"https://www.nankankeiba.com/odds/202010040313020901.do"
2020-10-04,10,367180,0,"https://www.nankankeiba.com/odds/202010040313021001.do"
2020-10-04,11,404607,0,"https://www.nankankeiba.com/odds/202010040313021101.do"
2020-10-04,12,312841,0,"https://www.nankankeiba.com/odds/202010040313021201.do"

2020-10-05,1,118068,0,"https://www.nankankeiba.com/odds/202010050313030101.do"
2020-10-05,2,143641,0,"https://www.nankankeiba.com/odds/202010050313030201.do"
2020-10-05,3,117434,0,"https://www.nankankeiba.com/odds/202010050313030301.do"
2020-10-05,4,131831,0,"https://www.nankankeiba.com/odds/202010050313030401.do"
2020-10-05,5,232109,0,"https://www.nankankeiba.com/odds/202010050313030501.do"
2020-10-05,6,160159,0,"https://www.nankankeiba.com/odds/202010050313030601.do"
2020-10-05,7,166566,0,"https://www.nankankeiba.com/odds/202010050313030701.do"
2020-10-05,8,186984,0,"https://www.nankankeiba.com/odds/202010050313030801.do"
2020-10-05,9,213092,0,"https://www.nankankeiba.com/odds/202010050313030901.do"
2020-10-05,10,264353,0,"https://www.nankankeiba.com/odds/202010050313031001.do"
2020-10-05,11,406673,0,"https://www.nankankeiba.com/odds/202010050313031101.do"
2020-10-05,12,430505,0,"https://www.nankankeiba.com/odds/202010050313031201.do"

2020-10-10,1,83143,0,"https://www.nankankeiba.com/odds/202010100313040101.do"
2020-10-10,2,86694,0,"https://www.nankankeiba.com/odds/202010100313040201.do"
2020-10-10,3,112493,0,"https://www.nankankeiba.com/odds/202010100313040301.do"
2020-10-10,4,125932,0,"https://www.nankankeiba.com/odds/202010100313040401.do"
2020-10-10,5,193884,0,"https://www.nankankeiba.com/odds/202010100313040501.do"
2020-10-10,6,201817,0,"https://www.nankankeiba.com/odds/202010100313040601.do"
2020-10-10,7,204971,0,"https://www.nankankeiba.com/odds/202010100313040701.do"
2020-10-10,8,242424,0,"https://www.nankankeiba.com/odds/202010100313040801.do"
2020-10-10,9,230762,0,"https://www.nankankeiba.com/odds/202010100313040901.do"
2020-10-10,10,301116,0,"https://www.nankankeiba.com/odds/202010100313041001.do"
2020-10-10,11,272802,0,"https://www.nankankeiba.com/odds/202010100313041101.do"
2020-10-10,12,,0,""

2020-10-11,1,66059,0,"https://www.nankankeiba.com/odds/202010110313050101.do"
2020-10-11,2,78435,0,"https://www.nankankeiba.com/odds/202010110313050201.do"
2020-10-11,3,88187,0,"https://www.nankankeiba.com/odds/202010110313050301.do"
2020-10-11,4,88555,0,"https://www.nankankeiba.com/odds/202010110313050401.do"
2020-10-11,5,135013,0,"https://www.nankankeiba.com/odds/202010110313050501.do"
2020-10-11,6,159408,0,"https://www.nankankeiba.com/odds/202010110313050601.do"
2020-10-11,7,189864,0,"https://www.nankankeiba.com/odds/202010110313050701.do"
2020-10-11,8,175947,0,"https://www.nankankeiba.com/odds/202010110313050801.do"
2020-10-11,9,234645,0,"https://www.nankankeiba.com/odds/202010110313050901.do"
2020-10-11,10,246978,0,"https://www.nankankeiba.com/odds/202010110313051001.do"
2020-10-11,11,268366,0,"https://www.nankankeiba.com/odds/202010110313051101.do"
2020-10-11,12,286335,0,"https://www.nankankeiba.com/odds/202010110313051201.do"

2020-10-12,1,107488,0,"https://www.nankankeiba.com/odds/202010120313060101.do"
2020-10-12,2,92521,0,"https://www.nankankeiba.com/odds/202010120313060201.do"
2020-10-12,3,97898,0,"https://www.nankankeiba.com/odds/202010120313060301.do"
2020-10-12,4,149567,0,"https://www.nankankeiba.com/odds/202010120313060401.do"
2020-10-12,5,168443,0,"https://www.nankankeiba.com/odds/202010120313060501.do"
2020-10-12,6,139296,0,"https://www.nankankeiba.com/odds/202010120313060601.do"
2020-10-12,7,120725,0,"https://www.nankankeiba.com/odds/202010120313060701.do"
2020-10-12,8,159175,0,"https://www.nankankeiba.com/odds/202010120313060801.do"
2020-10-12,9,232925,0,"https://www.nankankeiba.com/odds/202010120313060901.do"
2020-10-12,10,279946,0,"https://www.nankankeiba.com/odds/202010120313061001.do"
2020-10-12,11,459252,0,"https://www.nankankeiba.com/odds/202010120313061101.do"
2020-10-12,12,468837,0,"https://www.nankankeiba.com/odds/202010120313061201.do"

2020-10-17,1,99467,0,"https://www.nankankeiba.com/odds/202010170314010101.do"
2020-10-17,2,81352,0,"https://www.nankankeiba.com/odds/202010170314010201.do"
2020-10-17,3,88466,0,"https://www.nankankeiba.com/odds/202010170314010301.do"
2020-10-17,4,116284,0,"https://www.nankankeiba.com/odds/202010170314010401.do"
2020-10-17,5,178851,0,"https://www.nankankeiba.com/odds/202010170314010501.do"
2020-10-17,6,224405,0,"https://www.nankankeiba.com/odds/202010170314010601.do"
2020-10-17,7,259449,0,"https://www.nankankeiba.com/odds/202010170314010701.do"
2020-10-17,8,231499,0,"https://www.nankankeiba.com/odds/202010170314010801.do"
2020-10-17,9,295039,0,"https://www.nankankeiba.com/odds/202010170314010901.do"
2020-10-17,10,291065,0,"https://www.nankankeiba.com/odds/202010170314011001.do"
2020-10-17,11,281836,0,"https://www.nankankeiba.com/odds/202010170314011101.do"
2020-10-17,12,,0,""

2020-10-18,1,95470,0,"https://www.nankankeiba.com/odds/202010180314020101.do"
2020-10-18,2,75780,0,"https://www.nankankeiba.com/odds/202010180314020201.do"
2020-10-18,3,83059,0,"https://www.nankankeiba.com/odds/202010180314020301.do"
2020-10-18,4,109511,0,"https://www.nankankeiba.com/odds/202010180314020401.do"
2020-10-18,5,187373,0,"https://www.nankankeiba.com/odds/202010180314020501.do"
2020-10-18,6,213729,0,"https://www.nankankeiba.com/odds/202010180314020601.do"
2020-10-18,7,300665,0,"https://www.nankankeiba.com/odds/202010180314020701.do"
2020-10-18,8,303319,0,"https://www.nankankeiba.com/odds/202010180314020801.do"
2020-10-18,9,264769,0,"https://www.nankankeiba.com/odds/202010180314020901.do"
2020-10-18,10,325408,0,"https://www.nankankeiba.com/odds/202010180314021001.do"
2020-10-18,11,414968,0,"https://www.nankankeiba.com/odds/202010180314021101.do"
2020-10-18,12,324947,0,"https://www.nankankeiba.com/odds/202010180314021201.do"

2020-10-19,1,119787,0,"https://www.nankankeiba.com/odds/202010190314030101.do"
2020-10-19,2,158691,0,"https://www.nankankeiba.com/odds/202010190314030201.do"
2020-10-19,3,160794,0,"https://www.nankankeiba.com/odds/202010190314030301.do"
2020-10-19,4,173427,0,"https://www.nankankeiba.com/odds/202010190314030401.do"
2020-10-19,5,191441,0,"https://www.nankankeiba.com/odds/202010190314030501.do"
2020-10-19,6,276253,0,"https://www.nankankeiba.com/odds/202010190314030601.do"
2020-10-19,7,245192,0,"https://www.nankankeiba.com/odds/202010190314030701.do"
2020-10-19,8,215420,0,"https://www.nankankeiba.com/odds/202010190314030801.do"
2020-10-19,9,398628,0,"https://www.nankankeiba.com/odds/202010190314030901.do"
2020-10-19,10,478726,0,"https://www.nankankeiba.com/odds/202010190314031001.do"
2020-10-19,11,738227,0,"https://www.nankankeiba.com/odds/202010190314031101.do"
2020-10-19,12,796390,0,"https://www.nankankeiba.com/odds/202010190314031201.do"

2020-10-24,1,98035,0,"https://www.nankankeiba.com/odds/202010240314040101.do"
2020-10-24,2,90988,0,"https://www.nankankeiba.com/odds/202010240314040201.do"
2020-10-24,3,113759,0,"https://www.nankankeiba.com/odds/202010240314040301.do"
2020-10-24,4,134139,0,"https://www.nankankeiba.com/odds/202010240314040401.do"
2020-10-24,5,216256,0,"https://www.nankankeiba.com/odds/202010240314040501.do"
2020-10-24,6,247421,0,"https://www.nankankeiba.com/odds/202010240314040601.do"
2020-10-24,7,256022,0,"https://www.nankankeiba.com/odds/202010240314040701.do"
2020-10-24,8,242880,0,"https://www.nankankeiba.com/odds/202010240314040801.do"
2020-10-24,9,261381,0,"https://www.nankankeiba.com/odds/202010240314040901.do"
2020-10-24,10,326819,0,"https://www.nankankeiba.com/odds/202010240314041001.do"
2020-10-24,11,390,035,0,"https://www.nankankeiba.com/odds/202010240314041101.do"
2020-10-24,12,,,""

2020-10-25,1,81582,0,"https://www.nankankeiba.com/odds/202010250314050101.do"
2020-10-25,2,71576,0,"https://www.nankankeiba.com/odds/202010250314050201.do"
2020-10-25,3,97750,0,"https://www.nankankeiba.com/odds/202010250314050301.do"
2020-10-25,4,100693,0,"https://www.nankankeiba.com/odds/202010250314050401.do"
2020-10-25,5,206800,0,"https://www.nankankeiba.com/odds/202010250314050501.do"
2020-10-25,6,285899,0,"https://www.nankankeiba.com/odds/202010250314050601.do"
2020-10-25,7,255660,0,"https://www.nankankeiba.com/odds/202010250314050701.do"
2020-10-25,8,307417,0,"https://www.nankankeiba.com/odds/202010250314050801.do"
2020-10-25,9,284363,0,"https://www.nankankeiba.com/odds/202010250314050901.do"
2020-10-25,10,350107,0,"https://www.nankankeiba.com/odds/202010250314051001.do"
2020-10-25,11,383026,0,"https://www.nankankeiba.com/odds/202010250314051101.do"
2020-10-25,12,357316,0,"https://www.nankankeiba.com/odds/202010250314051201.do"

2020-10-26,1,129200,0,"https://www.nankankeiba.com/odds/202010260314060101.do"
2020-10-26,2,128124,0,"https://www.nankankeiba.com/odds/202010260314060201.do"
2020-10-26,3,174891,0,"https://www.nankankeiba.com/odds/202010260314060301.do"
2020-10-26,4,190286,0,"https://www.nankankeiba.com/odds/202010260314060401.do"
2020-10-26,5,210383,0,"https://www.nankankeiba.com/odds/202010260314060501.do"
2020-10-26,6,222389,0,"https://www.nankankeiba.com/odds/202010260314060601.do"
2020-10-26,7,229138,0,"https://www.nankankeiba.com/odds/202010260314060701.do"
2020-10-26,8,305243,0,"https://www.nankankeiba.com/odds/202010260314060801.do"
2020-10-26,9,331581,0,"https://www.nankankeiba.com/odds/202010260314060901.do"
2020-10-26,10,355693,0,"https://www.nankankeiba.com/odds/202010260314061001.do"
2020-10-26,11,584042,0,"https://www.nankankeiba.com/odds/202010260314061101.do"
2020-10-26,12,537371,0,"https://www.nankankeiba.com/odds/202010260314061201.do"

2020-10-31,1,88923,0,"https://www.nankankeiba.com/odds/202010310315010101.do"
2020-10-31,2,86006,0,"https://www.nankankeiba.com/odds/202010310315010201.do"
2020-10-31,3,94301,0,"https://www.nankankeiba.com/odds/202010310315010301.do"
2020-10-31,4,156518,0,"https://www.nankankeiba.com/odds/202010310315010401.do"
2020-10-31,5,199603,0,"https://www.nankankeiba.com/odds/202010310315010501.do"
2020-10-31,6,214113,0,"https://www.nankankeiba.com/odds/202010310315010601.do"
2020-10-31,7,229304,0,"https://www.nankankeiba.com/odds/202010310315010701.do"
2020-10-31,8,307673,0,"https://www.nankankeiba.com/odds/202010310315010801.do"
2020-10-31,9,256170,0,"https://www.nankankeiba.com/odds/202010310315010901.do"
2020-10-31,10,352358,0,"https://www.nankankeiba.com/odds/202010310315011001.do"
2020-10-31,11,283084,0,"https://www.nankankeiba.com/odds/202010310315011101.do"
2020-10-31,12,,0,""

2020-11-01,1,84496,0,"https://www.nankankeiba.com/odds/202011010315020101.do"
2020-11-01,2,98172,0,"https://www.nankankeiba.com/odds/202011010315020201.do"
2020-11-01,3,92529,0,"https://www.nankankeiba.com/odds/202011010315020301.do"
2020-11-01,4,147586,0,"https://www.nankankeiba.com/odds/202011010315020401.do"
2020-11-01,5,175750,0,"https://www.nankankeiba.com/odds/202011010315020501.do"
2020-11-01,6,165909,0,"https://www.nankankeiba.com/odds/202011010315020601.do"
2020-11-01,7,223429,0,"https://www.nankankeiba.com/odds/202011010315020701.do"
2020-11-01,8,258064,0,"https://www.nankankeiba.com/odds/202011010315020801.do"
2020-11-01,9,263727,0,"https://www.nankankeiba.com/odds/202011010315020901.do"
2020-11-01,10,305225,0,"https://www.nankankeiba.com/odds/202011010315021001.do"
2020-11-01,11,547987,0,"https://www.nankankeiba.com/odds/202011010315021101.do"
2020-11-01,12,336513,0,"https://www.nankankeiba.com/odds/202011010315021201.do"

2020-11-02,1,119458,0,"https://www.nankankeiba.com/odds/202011020315030101.do"
2020-11-02,2,125398,0,"https://www.nankankeiba.com/odds/202011020315030201.do"
2020-11-02,3,145961,0,"https://www.nankankeiba.com/odds/202011020315030301.do"
2020-11-02,4,140028,0,"https://www.nankankeiba.com/odds/202011020315030401.do"
2020-11-02,5,161397,0,"https://www.nankankeiba.com/odds/202011020315030501.do"
2020-11-02,6,128723,0,"https://www.nankankeiba.com/odds/202011020315030601.do"
2020-11-02,7,199199,0,"https://www.nankankeiba.com/odds/202011020315030701.do"
2020-11-02,8,202192,0,"https://www.nankankeiba.com/odds/202011020315030801.do"
2020-11-02,9,330482,0,"https://www.nankankeiba.com/odds/202011020315030901.do"
2020-11-02,10,310102,0,"https://www.nankankeiba.com/odds/202011020315031001.do"
2020-11-02,11,438579,0,"https://www.nankankeiba.com/odds/202011020315031101.do"
2020-11-02,12,523576,0,"https://www.nankankeiba.com/odds/202011020315031201.do"
